days_out,query_date,wtp_J,bid_J,pacing_J,sold_J,available_J,protected_J,load_factor_J,wtp_W,bid_W,pacing_W,sold_W,available_W,protected_W,load_factor_W,wtp_Y,bid_Y,pacing_Y,sold_Y,available_Y,protected_Y,load_factor_Y,bookings_this_step,group_bookings_this_step,award_bookings_this_step
340,2025-09-04,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,805.7217,1,225,153,0.0050,0,0,0
339,2025-09-05,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,774.1291,1,225,153,0.0050,0,0,0
338,2025-09-06,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,743.7753,1,225,153,0.0050,0,0,0
337,2025-09-07,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,714.6116,1,225,153,0.0050,0,0,0
336,2025-09-08,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,686.5915,1,225,153,0.0050,0,0,0
335,2025-09-09,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,659.6701,1,225,153,0.0050,0,0,0
334,2025-09-10,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,633.8042,1,225,153,0.0050,0,0,0
333,2025-09-11,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,608.9526,1,225,153,0.0050,0,0,0
332,2025-09-12,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,585.0754,1,225,153,0.0050,0,0,0
331,2025-09-13,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,562.1345,1,225,153,0.0050,0,0,0
330,2025-09-14,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,540.0931,1,225,153,0.0050,0,0,0
329,2025-09-15,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,518.9159,1,225,153,0.0050,0,0,0
328,2025-09-16,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,498.5691,1,225,153,0.0050,0,0,0
327,2025-09-17,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,479.0201,1,225,153,0.0050,0,0,0
326,2025-09-18,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,460.2377,1,225,153,0.0050,0,0,0
325,2025-09-19,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,442.1917,1,225,153,0.0050,0,0,0
324,2025-09-20,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,424.8533,1,225,153,0.0050,0,0,0
323,2025-09-21,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,408.1948,1,225,153,0.0050,0,0,0
322,2025-09-22,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,392.1894,1,225,153,0.0050,0,0,0
321,2025-09-23,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,376.8116,1,225,153,0.0050,0,0,0
320,2025-09-24,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,362.0368,1,225,153,0.0050,0,0,0
319,2025-09-25,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,347.8414,1,225,153,0.0050,0,0,0
318,2025-09-26,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,334.2025,1,225,153,0.0050,0,0,0
317,2025-09-27,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,321.0984,1,225,153,0.0050,0,0,0
316,2025-09-28,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,308.5082,1,225,153,0.0050,0,0,0
315,2025-09-29,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,296.4116,1,225,153,0.0050,0,0,0
314,2025-09-30,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,284.7893,1,225,153,0.0050,0,0,0
313,2025-10-01,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,273.6228,1,225,153,0.0050,0,0,0
312,2025-10-02,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,698.86,1.0000,0,26,11,0.0000,417.04,625.57,262.8941,1,225,153,0.0050,0,0,0
311,2025-10-03,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,252.5860,1,225,153,0.0050,0,0,0
310,2025-10-04,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,242.6822,1,225,153,0.0050,0,0,0
309,2025-10-05,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,233.1667,1,225,153,0.0050,0,0,0
308,2025-10-06,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,224.0243,1,225,153,0.0050,0,0,0
307,2025-10-07,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,215.2403,1,225,153,0.0050,0,0,0
306,2025-10-08,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,206.8008,1,225,153,0.0050,0,0,0
305,2025-10-09,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,198.6923,1,225,153,0.0050,0,0,0
304,2025-10-10,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,190.9016,1,225,153,0.0050,0,0,0
303,2025-10-11,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,183.4165,1,225,153,0.0050,0,0,0
302,2025-10-12,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,176.2248,1,225,153,0.0050,0,0,0
301,2025-10-13,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,169.3151,1,225,153,0.0050,0,0,0
300,2025-10-14,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,162.6764,1,225,153,0.0050,0,0,0
299,2025-10-15,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,156.2979,1,225,153,0.0050,0,0,0
298,2025-10-16,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,150.1696,1,225,153,0.0050,0,0,0
297,2025-10-17,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,144.2816,1,225,153,0.0050,0,0,0
296,2025-10-18,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,138.6244,1,225,153,0.0050,0,0,0
295,2025-10-19,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,133.1890,1,225,153,0.0050,0,0,0
294,2025-10-20,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,127.9668,1,225,153,0.0050,0,0,0
293,2025-10-21,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,122.9494,1,225,153,0.0050,0,0,0
292,2025-10-22,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,118.1286,1,225,153,0.0050,0,0,0
291,2025-10-23,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,113.4969,1,225,153,0.0050,0,0,0
290,2025-10-24,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,109.0469,1,225,153,0.0050,0,0,0
289,2025-10-25,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,104.7713,1,225,153,0.0050,0,0,0
288,2025-10-26,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,100.6633,1,225,153,0.0050,0,0,0
287,2025-10-27,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,96.7164,1,225,153,0.0050,0,0,0
286,2025-10-28,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,92.9243,1,225,153,0.0050,0,0,0
285,2025-10-29,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,89.2809,1,225,153,0.0050,0,0,0
284,2025-10-30,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,85.7804,1,225,153,0.0050,0,0,0
283,2025-10-31,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,82.4171,1,225,153,0.0050,0,0,0
282,2025-11-01,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,79.1856,1,225,153,0.0050,0,0,0
281,2025-11-02,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,76.0809,1,225,153,0.0050,0,0,0
280,2025-11-03,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,73.0979,1,225,153,0.0050,0,0,0
279,2025-11-04,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,70.2319,1,225,153,0.0050,0,0,0
278,2025-11-05,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,67.4783,1,225,153,0.0050,0,0,0
277,2025-11-06,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,64.8326,1,225,153,0.0050,0,0,0
276,2025-11-07,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,62.2907,1,225,153,0.0050,0,0,0
275,2025-11-08,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,59.8484,1,225,153,0.0050,0,0,0
274,2025-11-09,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,57.5019,1,225,153,0.0050,0,0,0
273,2025-11-10,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,55.2474,1,225,153,0.0050,0,0,0
272,2025-11-11,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,53.0813,1,225,153,0.0050,0,0,0
271,2025-11-12,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,51.0002,1,225,153,0.0050,0,0,0
270,2025-11-13,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,49.0006,1,225,153,0.0050,0,0,0
269,2025-11-14,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,47.0795,1,225,153,0.0050,0,0,0
268,2025-11-15,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,45.2337,1,225,153,0.0050,0,0,0
267,2025-11-16,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,43.4602,1,225,153,0.0050,0,0,0
266,2025-11-17,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,41.7563,1,225,153,0.0050,0,0,0
265,2025-11-18,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,40.1192,1,225,153,0.0050,0,0,0
264,2025-11-19,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,38.5463,1,225,153,0.0050,0,0,0
263,2025-11-20,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,37.0351,1,225,153,0.0050,0,0,0
262,2025-11-21,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,35.5831,1,225,153,0.0050,0,0,0
261,2025-11-22,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,34.1881,1,225,153,0.0050,0,0,0
260,2025-11-23,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,32.8477,1,225,153,0.0050,0,0,0
259,2025-11-24,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,31.5600,1,225,153,0.0050,0,0,0
258,2025-11-25,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,30.3227,1,225,153,0.0050,0,0,0
257,2025-11-26,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,29.1339,1,225,153,0.0050,0,0,0
256,2025-11-27,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,27.9917,1,225,153,0.0050,0,0,0
255,2025-11-28,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,26.8944,1,225,153,0.0050,0,0,0
254,2025-11-29,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,25.8400,1,225,153,0.0050,0,0,0
253,2025-11-30,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,24.8270,1,225,153,0.0050,0,0,0
252,2025-12-01,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,23.8537,1,225,153,0.0050,0,0,0
251,2025-12-02,1683.84,1683.84,1.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,22.9186,1,225,153,0.0050,0,0,0
250,2025-12-03,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,22.0201,1,225,153,0.0050,0,0,0
249,2025-12-04,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,21.1569,1,225,153,0.0050,0,0,0
248,2025-12-05,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,20.3275,1,225,153,0.0050,0,0,0
247,2025-12-06,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,19.5307,1,225,153,0.0050,0,0,0
246,2025-12-07,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,18.7651,1,225,153,0.0050,0,0,0
245,2025-12-08,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,18.0295,1,225,153,0.0050,0,0,0
244,2025-12-09,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,17.3227,1,225,153,0.0050,0,0,0
243,2025-12-10,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,16.6437,1,225,153,0.0050,0,0,0
242,2025-12-11,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,15.9913,1,225,153,0.0050,0,0,0
241,2025-12-12,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,15.3644,1,225,153,0.0050,0,0,0
240,2025-12-13,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,14.7622,1,225,153,0.0050,0,0,0
239,2025-12-14,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,14.1835,1,225,153,0.0050,0,0,0
238,2025-12-15,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,13.6276,1,225,153,0.0050,0,0,0
237,2025-12-16,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,13.0934,1,225,153,0.0050,0,0,0
236,2025-12-17,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,12.5802,1,225,153,0.0050,0,0,0
235,2025-12-18,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,12.0871,1,225,153,0.0050,0,0,0
234,2025-12-19,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,11.6134,1,225,153,0.0050,0,0,0
233,2025-12-20,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,11.1582,1,225,153,0.0050,0,0,0
232,2025-12-21,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,10.7209,1,225,153,0.0050,0,0,0
231,2025-12-22,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,10.3007,1,225,153,0.0050,0,0,0
230,2025-12-23,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,9.8970,1,225,153,0.0050,0,0,0
229,2025-12-24,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,9.5091,1,225,153,0.0050,0,0,0
228,2025-12-25,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,9.1365,1,225,153,0.0050,0,0,0
227,2025-12-26,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,8.7784,1,225,153,0.0050,0,0,0
226,2025-12-27,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,8.4344,1,225,153,0.0050,0,0,0
225,2025-12-28,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,8.1039,1,225,153,0.0050,0,0,0
224,2025-12-29,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,7.7863,1,225,153,0.0050,0,0,0
223,2025-12-30,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,7.4812,1,225,153,0.0050,0,0,0
222,2025-12-31,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,7.1881,1,225,153,0.0050,0,0,0
221,2026-01-01,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,6.9064,1,225,153,0.0050,0,0,0
220,2026-01-02,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,6.6358,1,225,153,0.0050,0,0,0
219,2026-01-03,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,6.3758,1,225,153,0.0050,0,0,0
218,2026-01-04,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,6.1260,1,225,153,0.0050,0,0,0
217,2026-01-05,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,5.8860,1,225,153,0.0050,0,0,0
216,2026-01-06,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,5.6554,1,225,153,0.0050,0,0,0
215,2026-01-07,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,5.4338,1,225,153,0.0050,0,0,0
214,2026-01-08,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,5.2210,1,225,153,0.0050,0,0,0
213,2026-01-09,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,5.0164,1,225,153,0.0050,0,0,0
212,2026-01-10,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,4.8199,1,225,153,0.0050,0,0,0
211,2026-01-11,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,4.6311,1,225,153,0.0050,0,0,0
210,2026-01-12,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,4.4497,1,225,153,0.0050,0,0,0
209,2026-01-13,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,4.2755,1,225,153,0.0050,0,0,0
208,2026-01-14,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,4.1080,1,225,153,0.0050,0,0,0
207,2026-01-15,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.9471,1,225,153,0.0050,0,0,0
206,2026-01-16,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.7925,1,225,153,0.0050,0,0,0
205,2026-01-17,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.6440,1,225,153,0.0050,0,0,0
204,2026-01-18,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.5013,1,225,153,0.0050,0,0,0
203,2026-01-19,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.3642,1,225,153,0.0050,0,0,0
202,2026-01-20,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.2325,1,225,153,0.0050,0,0,0
201,2026-01-21,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,3.1060,1,225,153,0.0050,0,0,0
200,2026-01-22,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.9844,1,225,153,0.0050,0,0,0
199,2026-01-23,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.8676,1,225,153,0.0050,0,0,0
198,2026-01-24,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.7553,1,225,153,0.0050,0,0,0
197,2026-01-25,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.6475,1,225,153,0.0050,0,0,0
196,2026-01-26,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.5439,1,225,153,0.0050,0,0,0
195,2026-01-27,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.4443,1,225,153,0.0050,0,0,0
194,2026-01-28,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.3487,1,225,153,0.0050,0,0,0
193,2026-01-29,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.2568,1,225,153,0.0050,0,0,0
192,2026-01-30,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.1685,1,225,153,0.0050,0,0,0
191,2026-01-31,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.0836,1,225,153,0.0050,0,0,0
190,2026-02-01,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,2.0021,1,225,153,0.0050,0,0,0
189,2026-02-02,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.9238,1,225,153,0.0050,0,0,0
188,2026-02-03,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.8486,1,225,153,0.0050,0,0,0
187,2026-02-04,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.7763,1,225,153,0.0050,0,0,0
186,2026-02-05,1683.84,1010.30,0.0000,0,52,28,0.0000,698.86,419.32,0.0000,0,26,11,0.0000,417.04,625.57,1.7068,1,225,153,0.0050,0,0,0
